MOD: 30/08/2019
#BOR.   #BDE.    .RESIS.REACT Nome........(MVAR)(Tmn)(Tmx)(  MW)(MW)   # I C ...1 ...2 ...3 ...4 ...5 iflh Prob(%) Cmon S
  699    1305      0.16  2.23 Loma-Cuest5     0.   0.   0. 1485.   0 897                                        0.    0 0 
  699    1205       0.1  2.25 Lom5-Sogm5      0.   0.   0. 1485.   0 913                                        0.    0 0 
MOD: 30/11/2024
#BOR.   #BDE.    .RESIS.REACT Nome........(MVAR)(Tmn)(Tmx)(  MW)(MW)   # I C ...1 ...2 ...3 ...4 ...5 iflh Prob(%) Cmon S
 1213     500      1.24  8.12 Termcl2RioC     0.   0.   0.  225.   0 914                                        0.    0 0 
MOD: 30/12/2024
#BOR.   #BDE.    .RESIS.REACT Nome........(MVAR)(Tmn)(Tmx)(  MW)(MW)   # I C ...1 ...2 ...3 ...4 ...5 iflh Prob(%) Cmon S
  342     887      0.73   4.9 AncS-NvSie2     0.   0.   0.  205.   0 891                                        0.    0 1 
  887     992      0.73   4.9 NvSiet-Esm2     0.   0.   0.  205.   0 892                                        0.    0 1 
MOD: 31/12/2100
#BOR.   #BDE.    .RESIS.REACT Nome........(MVAR)(Tmn)(Tmx)(  MW)(MW)   # I C ...1 ...2 ...3 ...4 ...5 iflh Prob(%) Cmon S
 1199     962        0. 16.32 Bosque2Bqe22    0.   0.   0. 9999.   0 715                                        0.    0 0 
