24/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
25/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
26/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
27/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
28/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
29/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
30/2019   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
31/2019  15.54 136.57 162.04   2.76  12.58   7.56   3.33  17.92  16.60  17.20 118.27  36.75  18.69  59.85  21.50  31.38   4.82   8.17   3.47   4.59   0.97   1.53 297.96  56.72  17.80   5.36  10.48  23.68   8.14   5.83   6.15   1.59   3.59   1.50   3.72   0.00   9.89   2.34  22.74 282.82  12.97 342.64 351.60   5.69   5.33   1.43   0.77  15.74  11.10  26.67 166.80  18.13  55.28   9.73  26.02  59.00 166.66  10.64  28.86   8.19 121.81   0.00  16.44  23.10  42.36   5.00  75.14   0.61  18.59  14.60  16.55 387.98  41.21  40.43   5.85   4.12  46.14 243.15  62.70  14.92  23.33  80.24  28.33 156.79  80.11  53.20  96.80 137.37   3.47   2.66   1.53   3.29   2.73   5.63   3.47   3.06   2.88   4.33   0.26   0.00
32/2019  19.35 107.80 228.30   3.58  11.37   8.54   7.45  20.02  15.41  18.09 123.74  34.17  13.12  72.96  21.96  34.30   5.62   8.82   3.72   4.92   1.17   1.70 273.25  58.20  15.12   4.96   9.69  21.80  17.67   6.96   4.82   1.15   3.85   0.44   3.38   0.00   9.55   2.14  22.78 321.44  14.86 381.80 366.08   5.92   4.60   1.55   0.71  31.15  10.60  28.45 168.30  17.84  62.82  11.06  24.19  59.00 166.66  10.64  28.86   8.19 121.81   0.00  16.44  23.10  42.36   5.00  75.14   0.61  18.59  14.60  16.55 387.98  41.21  40.43   5.85   4.12  46.14 243.15  62.70  14.92  23.33  80.24  28.33 156.79  80.11  53.20  96.80 137.37   3.47   2.66   1.53   3.29   2.73   5.63   3.47   3.66   3.29   4.79   0.29   0.00
33/2019  14.92 157.87 349.58   2.96  12.85   9.51  15.12  22.13  14.22  18.98 142.38  31.59  22.30  97.99  22.41  37.22   6.41   9.47   3.96   5.24   1.37   1.86 280.85  59.68  12.44   7.84  15.31  27.47  13.69   8.89   6.40   1.15   4.12   0.45   3.61   0.00   9.22   1.93  22.82 360.06  16.75 552.28 373.41   6.16   3.88   1.66   0.66  33.10  10.00  30.23 169.70  17.54  70.37  12.39  22.37  59.00 166.66  10.64  28.86   8.19 121.81   0.00  16.44  23.10  42.36   5.00  75.14   0.61  18.59  14.60  16.55 387.98  41.21  40.43   5.85   4.12  46.14 243.15  62.70  14.92  23.33  80.24  28.33 156.79  80.11  53.20  96.80 137.37   3.47   2.66   1.53   3.29   2.73   5.63   3.47   4.25   3.69   5.25   0.32   0.00
34/2019  17.53  95.66 127.76   2.68   7.05   8.29  11.03  21.38  18.47  29.26  94.45  42.23  15.94  50.04  24.82  40.61   5.22  10.34   3.46   4.58   1.18   1.98 356.42  69.98  19.82   4.48   8.75  18.25   8.31   5.17   2.98   1.00   3.11   0.55   4.23   0.00   9.58   3.27  21.29 339.19  16.34 256.50 382.37   7.05   4.10   1.68   0.86  30.55   9.70  30.85 194.70  23.15  66.29  11.67  29.90  59.00 166.66  10.64  28.86   8.19 121.81   0.00  16.44  23.10  42.36   5.00  75.14   0.61  18.59  14.60  16.55 387.98  41.21  40.43   5.85   4.12  46.14 243.15  62.70  14.92  23.33  80.24  28.33 156.79  80.11  53.20  96.80 137.37   3.47   2.66   1.53   3.29   2.73   5.63   3.47   3.67   3.37   4.55   0.31   0.00
